userID,movieID,rating
4695,3686,4
4695,3689,3
4695,3252,2
4695,3253,2
4695,480,4
4695,2539,2
4695,1090,3
4695,1097,2
5571,2997,5
5571,1294,5
5571,908,5
5571,260,5
5571,2186,5
5571,1617,4
5571,2005,1
5571,2948,4
5571,1097,5
2471,1249,2
2471,3793,4
2471,2997,4
2471,1193,3
2471,1196,5
2471,593,3
2471,2571,3
2471,1916,3
2471,1923,3
2471,2080,3
2471,260,4
2471,919,4
2471,47,2
2471,1617,2
2471,2282,4
2471,2797,3
2471,2011,2
2471,480,3
2471,2396,5
2471,1097,3
2471,1244,4
1118,3793,1
1118,2058,2
1118,589,4
1118,733,4
1118,1196,4
1118,2571,3
1118,260,5
1118,21,2
1118,349,3
1118,3702,5
1118,353,4
1118,2406,4
1118,3654,3
1118,1127,3
1118,1129,3
1118,2366,4
1118,969,3
1118,2948,2
1118,2949,4
1118,2527,5
1118,1222,4
1118,480,4
5869,720,3
5869,2997,4
5869,589,4
5869,593,5
5869,2571,4
5869,1784,3
5869,1617,4
5869,1097,5
4556,587,3
4556,3516,4
4556,1777,3
4556,1270,5
4556,2080,5
4556,3462,4
4556,3039,5
4556,2245,4
4556,21,3
4556,2407,4
4556,2792,3
4556,1129,4
4556,2366,5
4556,3096,5
4556,2948,3
4556,480,5
4556,1234,5
2226,1249,3
2226,589,4
2226,593,5
2226,2571,3
2226,1784,3
2226,47,4
2226,1617,3
2226,3159,2
2226,480,2
3731,1249,2
3731,2997,3
3731,589,4
3731,1193,5
3731,733,2
3731,1196,5
3731,3516,2
3731,593,5
3731,2571,3
3731,1270,4
3731,3386,5
3731,1784,4
3731,2080,3
3731,1357,4
3731,3461,3
3731,1294,3
3731,908,5
3731,1947,3
3731,260,5
3731,2313,4
3731,919,4
3731,3552,4
3731,349,5
3731,1380,2
3731,2186,3
3731,3494,2
3731,2406,3
3731,2268,5
3731,1393,2
3731,47,5
3731,2278,3
3731,2926,3
3731,953,4
3731,2791,4
3731,1127,4
3731,2797,3
3731,2366,3
3731,969,4
3731,2948,4
3731,1219,5
3731,3253,3
3731,2455,4
3731,111,5
3731,1222,4
3731,480,5
3731,2396,2
3731,1234,5
3731,1090,3
3731,1097,4
414,3424,4
414,587,4
414,3510,5
414,2710,5
414,1196,5
414,597,5
414,2072,2
414,1270,5
414,1923,4
414,1784,5
414,2804,5
414,3039,4
414,919,5
414,2329,5
414,353,4
414,2406,4
414,1393,5
414,2413,4
414,2791,5
414,2792,4
414,539,4
414,2378,3
414,2011,3
414,1219,4
414,3253,3
414,3264,2
414,2396,5
414,1097,5
4657,1196,4
4657,2571,4
4657,2080,3
4657,2087,4
4657,3461,4
4657,1294,4
4657,908,4
4657,2313,3
4657,919,5
4657,1380,4
4657,2186,3
4657,788,1
4657,1393,3
4657,2926,4
4657,953,5
4657,2863,4
4657,969,5
4657,1081,3
4657,2396,5
2994,1249,5
2994,3424,5
2994,3863,4
2994,3793,4
2994,2058,4
2994,2706,5
2994,1831,3
2994,587,4
2994,588,4
2994,589,5
2994,6,5
2994,733,4
2994,1196,5
2994,1911,4
2994,593,5
2994,2571,5
2994,597,5
2994,235,3
2994,1270,5
2994,1923,5
2994,3039,4
2994,260,5
2994,2245,4
2994,1449,4
2994,3552,4
2994,2683,5
2994,21,5
2994,349,4
2994,3702,4
2994,788,4
2994,1603,4
2994,2406,4
2994,2407,3
2994,1393,5
2994,3578,5
2994,47,5
2994,1617,4
2994,1544,3
2994,2278,4
2994,3156,1
2994,2791,5
2994,1127,4
2994,2797,4
2994,969,4
2994,2948,4
2994,2013,4
2994,3253,5
2994,2527,3
2994,111,3
2994,3763,4
2994,1081,3
2994,480,5
2994,1805,5
2994,2105,3
2994,1090,5
2994,1097,4
2994,1244,4
5940,587,5
5940,597,5
5940,2080,4
5940,1947,5
5940,1380,5
5940,788,1
5940,2406,2
5940,47,1
5940,3159,5
5940,2791,5
5940,480,3
5940,2396,4
5185,587,4
5185,588,4
5185,1777,4
5185,2096,5
5185,1380,4
5185,1393,5
5185,47,4
5185,2431,4
5185,2506,4
5185,539,4
5185,2396,5
5004,3793,4
5004,2997,5
5004,2706,2
5004,1193,5
5004,2710,3
5004,2683,3
5004,2759,3
5004,2772,4
5004,3578,5
5004,1617,5
5004,1127,4
5004,86,4
5004,2396,5
5625,733,3
5625,1196,4
5625,3461,2
5625,1294,4
5625,919,5
5625,2406,4
5625,2414,3
5625,2287,5
5625,1127,4
5625,1129,3
5625,60,3
5625,2366,3
5625,969,5
5625,2013,1
5625,2105,3
5827,2710,4
5827,1196,5
5827,260,5
5827,3578,3
5115,3793,4
5115,2058,3
5115,2997,4
5115,1831,3
5115,589,4
5115,6,4
5115,1193,3
5115,733,3
5115,1196,5
5115,737,3
5115,593,5
5115,2642,3
5115,2571,3
5115,1270,5
5115,260,5
5115,2311,5
5115,919,5
5115,3552,5
5115,3555,4
5115,349,4
5115,3702,5
5115,788,4
5115,353,4
5115,2406,4
5115,2407,4
5115,1544,3
5115,3807,4
5115,1127,5
5115,1129,4
5115,2797,3
5115,2366,4
5115,969,4
5115,2948,4
5115,2949,4
5115,2011,4
5115,2013,3
5115,2520,4
5115,2527,5
5115,2455,4
5115,3763,4
5115,1222,4
5115,3698,3
5115,480,5
5115,2105,5
5115,1097,4
951,3793,4
951,2997,5
951,2706,4
951,2396,5
4954,3793,4
4954,587,2
4954,2709,4
4954,589,4
4954,1193,4
4954,733,4
4954,1196,5
4954,593,5
4954,2571,5
4954,1270,5
4954,3386,3
4954,2080,5
4954,1294,4
4954,260,5
4954,2311,1
4954,919,5
4954,1952,3
4954,349,3
4954,2253,4
4954,2406,4
4954,2407,4
4954,953,5
4954,1127,4
4954,2797,4
4954,2366,5
4954,969,4
4954,539,4
4954,2011,4
4954,480,4
4954,3264,4
4954,2396,5
4954,2105,4
4954,1234,5
4954,1097,5
3289,2997,2
3289,587,5
3289,588,3
3289,2496,4
3289,3516,4
3289,235,3
3289,1270,5
3289,1279,2
3289,1923,1
3289,1784,4
3289,3534,2
3289,3462,3
3289,2245,5
3289,1380,3
3289,2406,3
3289,2407,4
3289,2791,3
3289,969,5
3289,539,3
3289,2011,3
3289,3253,1
3289,2396,3
3289,1244,4
4596,2710,5
4596,1279,1
796,1193,4
796,593,2
796,2804,4
796,2406,3
2723,3793,3
2723,2058,3
2723,1256,3
2723,588,3
2723,589,4
2723,6,4
2723,1193,4
2723,733,2
2723,1196,5
2723,593,4
2723,597,3
2723,1270,4
2723,2087,5
2723,2096,3
2723,1294,4
2723,2311,3
2723,2245,3
2723,919,4
2723,1380,3
2723,788,2
2723,2406,3
2723,2268,3
2723,2412,2
2723,2413,4
2723,2414,2
2723,1617,4
2723,1544,4
2723,2278,4
2723,2422,2
2723,2431,3
2723,969,3
2723,2378,3
2723,3252,3
2723,2450,2
2723,3253,4
2723,2532,3
2723,2396,4
2723,3424,3
2723,1831,2
2723,2706,2
2723,1833,3
2723,1762,3
2723,2567,3
2723,2496,2
2723,1911,2
2723,2642,2
2723,2571,5
2723,160,2
2723,1777,3
2723,1923,3
2723,3386,4
2723,1784,3
2723,2804,3
2723,3462,4
2723,260,5
2723,3552,4
2723,3555,3
2723,2683,3
2723,2759,3
2723,21,3
2723,349,4
2723,3578,4
2723,47,3
2723,3654,3
2723,2926,2
2723,372,3
2723,376,3
2723,2863,5
2723,2791,4
2723,2792,2
2723,1127,4
2723,2797,4
2723,60,3
2723,2005,3
2723,534,3
2723,539,3
2723,2011,3
2723,1219,4
2723,3763,2
2723,1222,3
2723,480,5
2723,485,2
2723,2105,4
2723,1090,3
2723,1097,4
3017,3793,3
3017,2058,4
3017,589,5
3017,1193,4
3017,733,3
3017,661,3
3017,1196,5
3017,2311,3
3017,2278,4
3017,2571,3
3017,1952,4
3017,21,3
3017,349,3
3017,3578,3
3017,376,3
3017,480,5
3017,2105,3
2269,3863,4
2269,3793,3
2269,1544,3
2269,3510,3
2269,3578,3
2269,2791,4
2269,2948,4
2269,480,3
3162,3863,4
3162,3793,4
3162,588,4
3162,1617,3
3162,3159,5
3162,2396,4
3162,1923,4
5596,589,5
5596,6,5
5596,733,5
5596,593,4
5596,3252,4
5596,145,2
5596,2706,5
5596,21,3
5596,349,4
5596,353,5
5596,376,3
5596,480,3
4844,1249,5
4844,3863,3
4844,3793,5
4844,2058,3
4844,2997,5
4844,587,4
4844,588,4
4844,589,5
4844,1193,5
4844,661,5
4844,1196,5
4844,593,5
4844,1270,4
4844,1279,5
4844,2080,4
4844,1357,4
4844,2087,5
4844,2091,4
4844,2096,4
4844,1294,5
4844,2311,5
4844,2313,5
4844,919,5
4844,2253,5
4844,1380,5
4844,2186,5
4844,788,3
4844,1603,3
4844,2407,4
4844,2268,4
4844,1393,5
4844,2413,5
4844,1617,5
4844,2278,5
4844,3156,2
4844,953,5
4844,2366,5
4844,969,5
4844,3252,4
4844,2450,4
4844,2455,4
4844,1805,3
4844,3264,4
4844,2396,5
4844,3424,5
4844,2706,5
4844,1831,2
4844,2710,5
4844,1911,4
4844,2642,3
4844,2571,5
4844,160,3
4844,235,5
4844,1784,5
4844,260,5
4844,1952,5
4844,2683,5
4844,21,4
4844,349,4
4844,3702,5
4844,353,4
4844,1032,5
4844,3578,5
4844,45,5
4844,47,5
4844,3654,5
4844,372,2
4844,2793,3
4844,1127,4
4844,522,4
4844,1129,5
4844,2797,5
4844,2005,5
4844,2943,4
4844,3686,4
4844,1219,5
4844,1222,5
4844,3698,4
4844,480,4
4844,2105,5
4844,1090,5
4844,1097,3
4844,1244,5
3961,1193,5
3961,3422,3
3961,235,4
3961,260,4
3961,2791,5
3961,1234,4
5876,589,5
5876,593,4
5876,1784,4
4682,2997,4
4682,588,5
4682,6,4
4682,593,1
4682,2329,5
4682,1617,5
4682,2396,4
4682,2706,4
4682,1911,3
4682,2571,3
4682,1923,4
1953,1249,4
1953,3793,4
1953,661,4
1953,1196,4
1953,1544,2
1953,2804,5
1953,3578,4
1953,47,4
1953,2791,4
1953,522,4
1953,1228,5
1953,480,3
1953,1090,4
2186,1249,5
2186,720,5
2186,2997,5
2186,589,4
2186,1193,5
2186,661,5
2186,1196,4
2186,737,1
2186,593,5
2186,1270,4
2186,3039,4
2186,1294,4
2186,908,5
2186,2311,5
2186,2313,5
2186,919,5
2186,2329,5
2186,788,4
2186,1603,2
2186,2406,3
2186,2407,4
2186,1393,3
2186,1617,5
2186,1544,3
2186,2366,4
2186,969,4
2186,2450,3
2186,2527,4
2186,2455,5
2186,111,4
2186,2532,2
2186,2396,5
2186,2706,4
2186,1831,3
2186,2642,2
2186,2571,5
2186,160,2
2186,235,4
2186,1923,5
2186,2804,5
2186,260,5
2186,3552,5
2186,21,4
2186,3702,5
2186,353,4
2186,3578,5
2186,3654,4
2186,2791,5
2186,1127,4
2186,1129,5
2186,2005,3
2186,2948,4
2186,2949,4
2186,2011,4
2186,1219,5
2186,1222,5
2186,3698,2
2186,480,4
2186,2105,5
2186,1090,5
2186,1097,4
5844,1249,3
5844,2997,4
5844,1193,4
5844,661,3
5844,2080,3
5844,1357,3
5844,908,4
5844,919,5
5844,1380,4
5844,2406,3
5844,1617,3
5844,953,5
5844,969,4
5844,2532,1
5844,2396,4
5844,2571,3
5844,1947,5
5844,260,3
5844,1952,3
5844,2943,5
5844,1219,3
5844,1081,3
5844,1228,2
5844,480,3
5844,1234,4
5844,1097,4
5844,1244,2
3095,1617,3
3095,1544,5
3095,2396,5
3095,216,2
3095,235,1
3095,3386,4
3095,21,3
3095,60,5
4941,3793,3
4941,762,3
4941,3238,1
4941,3252,3
4941,3555,3
4941,3578,4
5949,3789,5
5949,2987,4
5949,1249,3
5949,1177,3
5949,2124,4
5949,2054,3
5949,1252,3
5949,1254,5
5949,2058,4
5949,1256,5
5949,1258,3
5949,1185,3
5949,1259,4
5949,653,3
5949,587,4
5949,2,4
5949,3,3
5949,2130,4
5949,1401,3
5949,6,3
5949,7,3
5949,3871,5
5949,2206,4
5949,2064,4
5949,1408,3
5949,1262,3
5949,802,4
5949,2065,3
5949,1409,4
5949,1263,3
5949,2067,3
5949,1266,4
5949,1193,4
5949,806,3
5949,733,3
5949,2069,5
5949,1267,4
5949,1269,5
5949,1196,3
5949,590,3
5949,1198,4
5949,664,3
5949,1199,4
5949,592,3
5949,593,2
5949,594,4
5949,596,5
5949,597,1
5949,3011,5
5949,2212,4
5949,3015,4
5949,1270,4
5949,3039,3
5949,1294,4
5949,2245,3
5949,1380,3
5949,2186,4
5949,2406,4
5949,2407,4
5949,2268,3
5949,2413,2
5949,1617,3
5949,2278,3
5949,953,4
5949,2366,3
5949,969,4
5949,3252,5
5949,2527,4
5949,1727,4
5949,111,5
5949,2539,3
5949,3422,3
5949,3424,5
5949,3516,3
5949,1916,3
5949,1784,4
5949,2819,4
5949,1947,4
5949,260,4
5949,3552,2
5949,1952,3
5949,21,4
5949,3702,4
5949,2863,4
5949,2797,2
5949,2011,3
5949,1219,4
5949,475,4
5949,1222,2
5949,1081,3
5949,1228,4
5949,480,2
5949,1090,5
5949,707,2
5949,1097,3
5949,1099,4
5949,1244,3
3901,3793,2
3901,2997,3
3901,6,5
3901,1707,1
3901,2396,4
3901,2706,4
3901,3510,4
3901,2710,3
3901,2596,4
3901,2683,2
3901,2759,4
3901,2907,3
3901,2772,3
3901,3578,5
2207,3793,4
2207,1416,4
2207,2710,4
2207,3555,4
2207,3578,5
5290,2058,4
5290,587,5
5290,588,5
5290,733,5
5290,1196,5
5290,597,4
5290,1270,5
5290,1294,5
5290,2406,4
5290,2268,5
5290,2422,3
5290,953,5
5290,2431,5
5290,969,5
5290,3252,5
5290,2450,2
5290,2571,5
5290,1923,5
5290,3386,5
5290,1784,5
5290,3534,4
5290,260,4
5290,3552,4
5290,3555,4
5290,3702,4
5290,480,5
5290,1090,4
5290,1097,4
2766,3863,3
2766,661,2
2766,1196,5
2766,3578,5
2766,2791,5
2766,480,5
2766,1090,4
386,587,2
386,908,5
386,111,4
386,3424,4
386,1952,5
386,2791,3
386,480,2
5309,3863,4
5309,1256,4
5309,2997,5
5309,1270,4
5309,2396,5
5309,2706,2
5309,1923,1
5309,2804,2
5309,1947,5
5309,2690,5
5309,3578,4
5309,2863,4
5309,2791,3
5309,2797,3
778,1196,3
778,593,5
778,1357,4
778,2329,4
778,1784,4
778,2943,5
2286,3793,5
2286,2997,5
2286,908,4
2286,2396,4
2286,2706,5
2286,3510,3
2286,260,3
2286,2683,4
2286,3578,5
2286,1127,5
4288,2997,3
4288,1617,3
4288,1831,3
4288,3510,4
4288,2710,2
4288,2683,4
4288,2791,5
4288,2792,3
4288,2948,4
4288,480,5
2361,2997,5
2361,587,4
2361,593,4
2361,597,4
2361,2396,4
2361,235,2
2361,1784,3
1790,3863,3
1790,3793,3
1790,720,4
1790,2997,3
1790,589,4
1790,733,4
1790,1196,5
1790,597,4
1790,1270,4
1790,2096,3
1790,2412,3
1790,1544,2
1790,2378,3
1790,3253,4
1790,2706,2
1790,1831,1
1790,3510,2
1790,2571,5
1790,1923,2
1790,1784,4
1790,3552,4
1790,353,3
1790,3578,5
1790,47,3
1790,2791,4
1790,2792,4
1790,2879,3
1790,2011,3
1790,1222,5
1790,480,3
1790,485,2
1790,2105,4
2163,593,5
2163,1617,5
2163,3510,2
2163,2863,3
897,588,3
897,661,5
897,1196,4
897,2080,3
897,2087,4
897,2096,1
897,919,3
897,788,4
897,1544,4
897,3159,5
897,2431,5
897,1707,5
897,216,5
897,1831,5
897,2709,5
897,2496,5
897,1911,5
897,2571,5
897,1923,4
897,2683,5
897,1032,2
897,60,4
897,2005,3
897,480,4
897,1097,4
133,1249,5
133,3793,4
133,720,4
133,593,5
133,1393,5
133,1617,5
133,2396,5
133,3510,4
133,2571,5
133,3578,5
133,47,5
476,2997,5
476,2706,3
476,2710,1
476,2683,4
476,2759,4
476,2907,1
476,3578,4
983,2997,2
983,587,3
983,588,3
983,661,4
983,1416,4
983,2080,3
983,2087,3
983,2096,3
983,1449,5
983,919,5
983,3159,4
983,3253,3
983,2539,1
983,2396,5
983,1777,3
983,235,4
983,1923,2
983,1784,2
983,2596,4
983,1947,5
983,2759,3
983,2690,3
983,1032,3
983,539,5
983,1081,2
1095,3793,4
1095,1270,3
1095,2407,3
1095,1617,4
1095,3159,5
1095,3510,4
3770,589,2
3770,1193,4
3770,661,3
3770,593,4
3770,597,4
3770,1416,3
3770,3252,4
3770,480,5
345,1193,5
345,1196,4
345,1294,5
345,908,5
345,2186,5
345,1617,5
345,111,5
345,260,5
345,1952,5
345,2879,4
345,1228,5
345,1234,5
345,1099,4
4387,3863,3
4387,3793,3
4387,587,5
4387,589,5
4387,733,4
4387,593,5
4387,1270,5
4387,788,4
4387,2268,4
4387,1393,5
4387,1617,4
4387,2278,4
4387,3156,5
4387,3252,4
4387,1762,4
4387,3510,5
4387,2571,5
4387,160,2
4387,1784,5
4387,21,3
4387,349,4
4387,3578,4
4387,47,4
4387,2791,3
4387,3686,4
4387,480,4
2839,1196,5
2839,1270,5
2839,3159,5
2839,2396,5
2839,2710,4
2839,3534,3
2839,260,5
2839,3555,4
2839,2683,2
2839,2690,3
2839,3578,4
2839,1127,4
2839,2797,5
2839,60,5
2839,2005,4
2839,2948,5
2839,2013,2
2839,2105,5
2839,1097,5
1690,1196,5
1690,2571,5
1690,260,5
1690,3578,5
1690,1222,5
1690,480,4
4227,648,3
4227,2125,3
4227,3793,3
4227,3005,5
4227,3949,3
4227,1282,1
4227,2188,3
4227,879,1
4227,3238,1
4227,3317,2
4227,3324,5
4227,3325,2
4227,3408,5
4227,3409,5
4227,3273,1
4227,2706,2
4227,3298,4
4227,3299,2
4227,3510,4
4227,2710,2
4227,3617,4
4227,277,3
4227,2908,3
4227,2699,4
4227,1101,2
4227,3578,3
4227,47,2
4227,2858,5
4227,3809,2
4227,1997,5
4227,3821,2
4227,3825,3
4227,3826,4
4227,3755,4
4227,2028,2
4227,3914,4
4227,3785,5
4227,3859,3
1761,2997,1
1761,1544,4
1761,2396,5
1761,260,5
1761,2005,4
1761,480,4
3480,3793,4
3480,589,5
3480,733,5
3480,1196,5
3480,2366,1
3480,2527,1
3480,145,5
3480,2571,5
3480,1916,1
3480,260,5
3480,3555,5
