userID	age	gender	movieID	name	year	genre1	genre2	genre3	rating
2795	25	M	2282	Pecker 	1998	Comedy	Drama		3
2795	25	M	593	Silence of the Lambs, The 	1991	Drama	Thriller		4
2795	25	M	2571	Matrix, The 	1999	Action	Sci-Fi	Thriller	5
2795	25	M	1127	Abyss, The 	1989	Action	Sci-Fi	Thriller	1
2795	25	M	1279	Night on Earth 	1991	Comedy	Drama		1
2795	25	M	1923	There's Something About Mary 	1998	Comedy			3
2795	25	M	3386	JFK 	1991	Drama	Mystery		2
2795	25	M	2013	Poseidon Adventure, The 	1972	Action	Adventure		3
2795	25	M	908	North by Northwest 	1959	Drama	Thriller		4
2795	25	M	1449	Waiting for Guffman 	1996	Comedy			4
2795	25	M	919	Wizard of Oz, The 	1939	Adventure	Children's	Drama	4
2795	25	M	1594	In the Company of Men 	1997	Drama			1
2795	25	M	2683	Austin Powers: The Spy Who Shagged Me 	1999	Comedy			3
2795	25	M	2759	Dick 	1999	Comedy			3
2795	25	M	353	Crow, The 	1994	Action	Romance	Thriller	2
698	50	F	2406	Romancing the Stone 	1984	Action	Adventure	Romance	5
698	50	F	3578	Gladiator 	2000	Action	Drama		4
698	50	F	588	Aladdin 	1992	Children's	Comedy	Musical	4
698	50	F	597	Pretty Woman 	1990	Comedy	Romance		5
698	50	F	2506	Other Sister, The 	1999	Comedy	Drama	Romance	3
698	50	F	3534	28 Days 	2000	Comedy			4
698	50	F	1947	West Side Story 	1961	Musical	Romance		5
698	50	F	2396	Shakespeare in Love 	1998	Comedy	Romance		4
698	50	F	1380	Grease 	1978	Comedy	Musical	Romance	5
5286	35	M	3578	Gladiator 	2000	Action	Drama		3
5286	35	M	3793	X-Men 	2000	Action	Sci-Fi		3
5286	35	M	589	Terminator 2: Judgment Day 	1991	Action	Sci-Fi	Thriller	5
5286	35	M	6	Heat 	1995	Action	Crime	Thriller	4
5286	35	M	733	Rock, The 	1996	Action	Adventure	Thriller	5
5286	35	M	1196	Star Wars: Episode V - The Empire Strikes Back 	1980	Action	Adventure	Drama	5
5286	35	M	2571	Matrix, The 	1999	Action	Sci-Fi	Thriller	5
5286	35	M	1270	Back to the Future 	1985	Comedy	Sci-Fi		4
5286	35	M	480	Jurassic Park 	1993	Action	Adventure	Sci-Fi	4
5286	35	M	349	Clear and Present Danger 	1994	Action	Adventure	Thriller	5
1862	25	M	2268	Few Good Men, A 	1992	Crime	Drama		3
1862	25	M	1393	Jerry Maguire 	1996	Drama	Romance		5
1862	25	M	2278	Ronin 	1998	Action	Crime	Thriller	3
1862	25	M	589	Terminator 2: Judgment Day 	1991	Action	Sci-Fi	Thriller	5
1862	25	M	733	Rock, The 	1996	Action	Adventure	Thriller	3
1862	25	M	2571	Matrix, The 	1999	Action	Sci-Fi	Thriller	5
1862	25	M	1916	Buffalo 66 	1998	Action	Comedy	Drama	5
1862	25	M	3386	JFK 	1991	Drama	Mystery		3
1862	25	M	1357	Shine 	1996	Drama	Romance		4
1862	25	M	3252	Scent of a Woman 	1992	Drama			3
1862	25	M	908	North by Northwest 	1959	Drama	Thriller		5
1862	25	M	111	Taxi Driver 	1976	Drama	Thriller		5
1862	25	M	480	Jurassic Park 	1993	Action	Adventure	Sci-Fi	5
1862	25	M	2396	Shakespeare in Love 	1998	Comedy	Romance		5
1862	25	M	349	Clear and Present Danger 	1994	Action	Adventure	Thriller	4
1862	25	M	2329	American History X 	1998	Drama			5
1762	25	M	2268	Few Good Men, A 	1992	Crime	Drama		4
1762	25	M	1393	Jerry Maguire 	1996	Drama	Romance		3
1762	25	M	3793	X-Men 	2000	Action	Sci-Fi		4
1762	25	M	720	Wallace & Gromit: The Best of Aardman Animation 	1996	Animation			4
1762	25	M	47	Seven (Se7en) 	1995	Crime	Thriller		5
1762	25	M	1617	L.A. Confidential 	1997	Crime	Mystery	Thriller	4
1762	25	M	2278	Ronin 	1998	Action	Crime	Thriller	4
1762	25	M	3510	Frequency 	2000	Drama	Thriller		3
1762	25	M	593	Silence of the Lambs, The 	1991	Drama	Thriller		5
1762	25	M	2571	Matrix, The 	1999	Action	Sci-Fi	Thriller	5
1762	25	M	597	Pretty Woman 	1990	Comedy	Romance		3
1762	25	M	1777	Wedding Singer, The 	1998	Comedy	Romance		4
1762	25	M	1923	There's Something About Mary 	1998	Comedy			5
1762	25	M	1784	As Good As It Gets 	1997	Comedy	Drama		3
1762	25	M	3253	Wayne's World 	1992	Comedy			4
1762	25	M	480	Jurassic Park 	1993	Action	Adventure	Sci-Fi	4
1762	25	M	349	Clear and Present Danger 	1994	Action	Adventure	Thriller	4
3073	35	F	2622	Midsummer Night's Dream, A 	1999	Comedy	Fantasy		5
3073	35	F	648	Mission: Impossible 	1996	Action	Adventure	Mystery	4
3073	35	F	2628	Star Wars: Episode I - The Phantom Menace 	1999	Action	Adventure	Fantasy	3
3073	35	F	3358	Defending Your Life 	1991	Comedy	Romance		5
3073	35	F	3359	Breaking Away 	1979	Drama			3
3073	35	F	1682	Truman Show, The 	1998	Drama			5
3073	35	F	1756	Prophecy II, The 	1998	Horror			4
3073	35	F	1320	Alien3 	1992	Action	Sci-Fi	Thriller	3
3073	35	F	2124	Addams Family, The 	1991	Comedy			3
3073	35	F	2125	Ever After: A Cinderella Story 	1998	Drama	Romance		5
3073	35	F	1250	Bridge on the River Kwai, The 	1957	Drama	War		3
3073	35	F	2054	Honey, I Shrunk the Kids 	1989	Adventure	Comedy	Fantasy	4
3073	35	F	1252	Chinatown 	1974	Film-Noir	Mystery	Thriller	3
3073	35	F	1253	Day the Earth Stood Still, The 	1951	Drama	Sci-Fi		5
3073	35	F	720	Wallace & Gromit: The Best of Aardman Animation 	1996	Animation			5
3073	35	F	3868	Naked Gun: From the Files of Police Squad!, The 	1988	Comedy			3
3073	35	F	1254	Treasure of the Sierra Madre, The 	1948	Adventure			3
3073	35	F	3869	Naked Gun 2 1/2: The Smell of Fear, The 	1991	Comedy			3
3073	35	F	1256	Duck Soup 	1933	Comedy	War		3
3073	35	F	3500	Mr. Saturday Night 	1992	Comedy	Drama		5
3073	35	F	1257	Better Off Dead... 	1985	Comedy			5
3073	35	F	3501	Murphy's Romance 	1985	Comedy	Romance		5
3073	35	F	1259	Stand by Me 	1986	Adventure	Comedy	Drama	3
3073	35	F	653	Dragonheart 	1996	Action	Adventure	Fantasy	4
3073	35	F	1831	Lost in Space 	1998	Action	Sci-Fi	Thriller	5
3073	35	F	3363	American Graffiti 	1973	Comedy	Drama		5
3073	35	F	586	Home Alone 	1990	Children's	Comedy		3
3073	35	F	587	Ghost 	1990	Comedy	Romance	Thriller	5
3073	35	F	3438	Teenage Mutant Ninja Turtles 	1990	Action	Children's	Fantasy	3
3073	35	F	588	Aladdin 	1992	Children's	Comedy	Musical	4
3073	35	F	3439	Teenage Mutant Ninja Turtles II: The Secret of the Ooze 	1991	Action	Children's	Fantasy	2
3073	35	F	589	Terminator 2: Judgment Day 	1991	Action	Sci-Fi	Thriller	4
3073	35	F	1690	Alien: Resurrection 	1997	Action	Horror	Sci-Fi	4
3073	35	F	3296	To Sir with Love 	1967	Drama			4
3073	35	F	223	Clerks 	1994	Comedy			2
3073	35	F	150	Apollo 13 	1995	Drama			5
3073	35	F	2496	Blast from the Past 	1999	Comedy	Romance		4
3073	35	F	1	Toy Story 	1995	Animation	Children's	Comedy	5
3073	35	F	2497	Message in a Bottle 	1999	Romance			4
3073	35	F	2	Jumanji 	1995	Adventure	Children's	Fantasy	5
3073	35	F	2498	My Favorite Martian 	1999	Comedy	Sci-Fi		4
3073	35	F	153	Batman Forever 	1995	Action	Comedy	Crime	3
3073	35	F	7	Sabrina 	1995	Comedy	Romance		4
3073	35	F	2133	Adventures in Babysitting 	1987	Adventure	Comedy		4
3073	35	F	2135	Doctor Dolittle 	1967	Adventure	Musical		4
3073	35	F	3948	Meet the Parents 	2000	Comedy			4
3073	35	F	2136	Nutty Professor, The 	1963	Comedy			4
3073	35	F	2137	Charlotte's Web 	1973	Animation	Children's		4
3073	35	F	1196	Star Wars: Episode V - The Empire Strikes Back 	1980	Action	Adventure	Drama	5
3073	35	F	2571	Matrix, The 	1999	Action	Sci-Fi	Thriller	5
3073	35	F	597	Pretty Woman 	1990	Comedy	Romance		4
3073	35	F	2072	'burbs, The 	1989	Comedy			4
3073	35	F	1270	Back to the Future 	1985	Comedy	Sci-Fi		4
3073	35	F	1923	There's Something About Mary 	1998	Comedy			5
3073	35	F	3386	JFK 	1991	Drama	Mystery		4
3073	35	F	1784	As Good As It Gets 	1997	Comedy	Drama		5
3073	35	F	2080	Lady and the Tramp 	1955	Children's	Comedy	Romance	4
3073	35	F	1357	Shine 	1996	Drama	Romance		5
3073	35	F	2087	Peter Pan 	1953	Animation	Children's	Musical	5
3073	35	F	2804	Christmas Story, A 	1983	Comedy	Drama		5
3073	35	F	3039	Trading Places 	1983	Comedy			4
3073	35	F	2091	Return from Witch Mountain 	1978	Children's	Sci-Fi		3
3073	35	F	2096	Sleeping Beauty 	1959	Animation	Children's	Musical	5
3073	35	F	1294	M*A*S*H 	1970	Comedy	War		4
3073	35	F	1947	West Side Story 	1961	Musical	Romance		5
3073	35	F	260	Star Wars: Episode IV - A New Hope 	1977	Action	Adventure	Sci-Fi	5
3073	35	F	919	Wizard of Oz, The 	1939	Adventure	Children's	Drama	5
3073	35	F	1380	Grease 	1978	Comedy	Musical	Romance	5
3073	35	F	3702	Mad Max 	1979	Action	Sci-Fi		3
3073	35	F	351	Corrina, Corrina 	1994	Comedy	Drama	Romance	4
3073	35	F	2407	Cocoon 	1985	Comedy	Sci-Fi		5
3073	35	F	1032	Alice in Wonderland 	1951	Animation	Children's	Musical	4
3073	35	F	1544	Lost World: Jurassic Park, The 	1997	Action	Adventure	Thriller	4
3073	35	F	1617	L.A. Confidential 	1997	Crime	Mystery	Thriller	3
3073	35	F	953	It's a Wonderful Life 	1946	Drama			5
3073	35	F	2863	Hard Day's Night, A 	1964	Comedy	Musical		4
3073	35	F	2791	Airplane! 	1980	Comedy			4
3073	35	F	1127	Abyss, The 	1989	Action	Sci-Fi	Thriller	4
3073	35	F	1129	Escape from New York 	1981	Action	Adventure	Thriller	4
3073	35	F	2797	Big 	1988	Comedy	Fantasy		5
3073	35	F	2431	Patch Adams 	1998	Comedy	Drama		5
3073	35	F	2005	Goonies, The 	1985	Adventure	Children's	Fantasy	4
3073	35	F	969	African Queen, The 	1951	Action	Adventure	Romance	3
3073	35	F	2948	From Russia with Love 	1963	Action			4
3073	35	F	539	Sleepless in Seattle 	1993	Comedy	Romance		5
3073	35	F	2378	Police Academy 	1984	Comedy			3
3073	35	F	2011	Back to the Future Part II 	1989	Comedy	Sci-Fi		4
3073	35	F	3252	Scent of a Woman 	1992	Drama			3
3073	35	F	480	Jurassic Park 	1993	Action	Adventure	Sci-Fi	4
3073	35	F	3264	Buffy the Vampire Slayer 	1992	Comedy	Horror		3
3073	35	F	2396	Shakespeare in Love 	1998	Comedy	Romance		5
3073	35	F	2105	Tron 	1982	Action	Adventure	Fantasy	5
3073	35	F	1234	Sting, The 	1973	Comedy	Crime		4
3073	35	F	1097	E.T. the Extra-Terrestrial 	1982	Drama	Fantasy	Sci-Fi	5
2083	25	F	1753	Half Baked 	1998	Comedy			4
2083	25	F	1682	Truman Show, The 	1998	Drama			1
2083	25	F	216	Billy Madison 	1995	Comedy			4
2083	25	F	2997	Being John Malkovich 	1999	Comedy			4
2083	25	F	1259	Stand by Me 	1986	Adventure	Comedy	Drama	3
2083	25	F	1188	Strictly Ballroom 	1992	Comedy	Romance		4
2083	25	F	2706	American Pie 	1999	Comedy			2
2083	25	F	586	Home Alone 	1990	Children's	Comedy		1
2083	25	F	587	Ghost 	1990	Comedy	Romance	Thriller	3
2083	25	F	2639	Mommie Dearest 	1981	Drama			2
2083	25	F	2136	Nutty Professor, The 	1963	Comedy			1
2083	25	F	1265	Groundhog Day 	1993	Comedy	Romance		3
2083	25	F	2710	Blair Witch Project, The 	1999	Horror			3
2083	25	F	663	Kids in the Hall: Brain Candy 	1996	Comedy			4
2083	25	F	590	Dances with Wolves 	1990	Adventure	Drama	Western	3
2083	25	F	1197	Princess Bride, The 	1987	Action	Comedy	Romance	5
2083	25	F	2712	Eyes Wide Shut 	1999	Drama			1
2083	25	F	1198	Raiders of the Lost Ark 	1981	Action	Adventure		4
2083	25	F	593	Silence of the Lambs, The 	1991	Drama	Thriller		5
2083	25	F	1916	Buffalo 66 	1998	Action	Comedy	Drama	4
2083	25	F	597	Pretty Woman 	1990	Comedy	Romance		3
2083	25	F	3448	Good Morning, Vietnam 	1987	Comedy	Drama	War	4
2083	25	F	231	Dumb & Dumber 	1994	Comedy			3
2083	25	F	1777	Wedding Singer, The 	1998	Comedy	Romance		4
2083	25	F	2076	Blue Velvet 	1986	Drama	Mystery		4
2083	25	F	1278	Young Frankenstein 	1974	Comedy	Horror		3
2083	25	F	1923	There's Something About Mary 	1998	Comedy			5
2083	25	F	2580	Go 	1999	Crime			5
2083	25	F	1784	As Good As It Gets 	1997	Comedy	Drama		5
2083	25	F	318	Shawshank Redemption, The 	1994	Drama			5
2083	25	F	246	Hoop Dreams 	1994	Documentary			4
2083	25	F	249	Immortal Beloved 	1994	Drama	Romance		3
2083	25	F	1358	Sling Blade 	1996	Drama	Thriller		5
2083	25	F	1288	This Is Spinal Tap 	1984	Comedy	Drama	Musical	4
2083	25	F	2804	Christmas Story, A 	1983	Comedy	Drama		5
2083	25	F	3608	Pee-wee's Big Adventure 	1985	Comedy			4
2083	25	F	2806	Teaching Mrs. Tingle 	1999	Comedy	Thriller		1
2083	25	F	3396	Muppet Movie, The 	1979	Children's	Comedy		1
2083	25	F	3101	Fatal Attraction 	1987	Thriller			1
2083	25	F	2598	Pushing Tin 	1999	Comedy			1
2083	25	F	2302	My Cousin Vinny 	1992	Comedy			4
2083	25	F	3105	Awakenings 	1990	Drama			5
2083	25	F	3107	Backdraft 	1991	Action	Drama		3
2083	25	F	2306	Holy Man 	1998	Comedy			1
2083	25	F	764	Heavy 	1995	Drama	Romance		5
2083	25	F	2746	Little Shop of Horrors 	1986	Comedy	Horror	Musical	4
2083	25	F	333	Tommy Boy 	1995	Comedy			4
2083	25	F	1441	Benny & Joon 	1993	Comedy	Romance		3
2083	25	F	2174	Beetlejuice 	1988	Comedy	Fantasy		4
2083	25	F	3552	Caddyshack 	1980	Comedy			1
2083	25	F	778	Trainspotting 	1996	Drama			4
2083	25	F	2683	Austin Powers: The Spy Who Shagged Me 	1999	Comedy			4
2083	25	F	342	Muriel's Wedding 	1994	Comedy	Romance		3
2083	25	F	1887	Almost Heroes 	1998	Adventure	Comedy		2
2083	25	F	345	Adventures of Priscilla, Queen of the Desert, The 	1994	Comedy	Drama		4
2083	25	F	2329	American History X 	1998	Drama			5
2083	25	F	2907	Superstar 	1999	Comedy			2
2083	25	F	47	Seven (Se7en) 	1995	Crime	Thriller		3
2083	25	F	2282	Pecker 	1998	Comedy	Drama		4
2083	25	F	2791	Airplane! 	1980	Comedy			4
2083	25	F	2431	Patch Adams 	1998	Comedy	Drama		2
2083	25	F	480	Jurassic Park 	1993	Action	Adventure	Sci-Fi	4
2083	25	F	2539	Analyze This 	1999	Comedy			4
2083	25	F	2396	Shakespeare in Love 	1998	Comedy	Romance		2
2083	25	F	1244	Manhattan 	1979	Comedy	Drama	Romance	4
1431	25	M	1193	One Flew Over the Cuckoo's Nest 	1975	Drama			4
1431	25	M	593	Silence of the Lambs, The 	1991	Drama	Thriller		5
1431	25	M	2804	Christmas Story, A 	1983	Comedy	Drama		5
1431	25	M	919	Wizard of Oz, The 	1939	Adventure	Children's	Drama	5
1431	25	M	111	Taxi Driver 	1976	Drama	Thriller		5
4105	45	M	589	Terminator 2: Judgment Day 	1991	Action	Sci-Fi	Thriller	5
4105	45	M	1196	Star Wars: Episode V - The Empire Strikes Back 	1980	Action	Adventure	Drama	5
4105	45	M	593	Silence of the Lambs, The 	1991	Drama	Thriller		5
4105	45	M	2571	Matrix, The 	1999	Action	Sci-Fi	Thriller	5
4105	45	M	260	Star Wars: Episode IV - A New Hope 	1977	Action	Adventure	Sci-Fi	5
4105	45	M	919	Wizard of Oz, The 	1939	Adventure	Children's	Drama	4
4105	45	M	21	Get Shorty 	1995	Action	Comedy	Drama	3
4105	45	M	349	Clear and Present Danger 	1994	Action	Adventure	Thriller	3
4105	45	M	3494	True Grit 	1969	Adventure	Western		2
4105	45	M	1393	Jerry Maguire 	1996	Drama	Romance		3
4105	45	M	2414	Young Sherlock Holmes 	1985	Action	Adventure	Mystery	2
4105	45	M	1544	Lost World: Jurassic Park, The 	1997	Action	Adventure	Thriller	4
4105	45	M	1127	Abyss, The 	1989	Action	Sci-Fi	Thriller	4
4105	45	M	1129	Escape from New York 	1981	Action	Adventure	Thriller	3
4105	45	M	60	Indian in the Cupboard, The 	1995	Adventure	Children's	Fantasy	2
4105	45	M	2005	Goonies, The 	1985	Adventure	Children's	Fantasy	2
4105	45	M	480	Jurassic Park 	1993	Action	Adventure	Sci-Fi	4
4105	45	M	2105	Tron 	1982	Action	Adventure	Fantasy	3
4105	45	M	1097	E.T. the Extra-Terrestrial 	1982	Drama	Fantasy	Sci-Fi	5
2730	35	M	2997	Being John Malkovich 	1999	Comedy			5
2730	35	M	3578	Gladiator 	2000	Action	Drama		4
2730	35	M	2396	Shakespeare in Love 	1998	Comedy	Romance		4
3264	25	M	2058	Negotiator, The 	1998	Action	Thriller		3
3264	25	M	2997	Being John Malkovich 	1999	Comedy			2
3264	25	M	2706	American Pie 	1999	Comedy			4
3264	25	M	587	Ghost 	1990	Comedy	Romance	Thriller	3
3264	25	M	2567	EDtv 	1999	Comedy			4
3264	25	M	2496	Blast from the Past 	1999	Comedy	Romance		3
3264	25	M	6	Heat 	1995	Action	Crime	Thriller	4
3264	25	M	1193	One Flew Over the Cuckoo's Nest 	1975	Drama			4
3264	25	M	733	Rock, The 	1996	Action	Adventure	Thriller	3
3264	25	M	3510	Frequency 	2000	Drama	Thriller		5
3264	25	M	1196	Star Wars: Episode V - The Empire Strikes Back 	1980	Action	Adventure	Drama	4
3264	25	M	593	Silence of the Lambs, The 	1991	Drama	Thriller		4
3264	25	M	2571	Matrix, The 	1999	Action	Sci-Fi	Thriller	4
3264	25	M	160	Congo 	1995	Action	Mystery	Sci-Fi	2
3264	25	M	1777	Wedding Singer, The 	1998	Comedy	Romance		3
3264	25	M	1923	There's Something About Mary 	1998	Comedy			4
3264	25	M	3386	JFK 	1991	Drama	Mystery		2
3264	25	M	1784	As Good As It Gets 	1997	Comedy	Drama		3
3264	25	M	3534	28 Days 	2000	Comedy			3
3264	25	M	3461	Lord of the Flies 	1963	Adventure	Drama	Thriller	4
3264	25	M	762	Striptease 	1996	Comedy	Crime		3
3264	25	M	260	Star Wars: Episode IV - A New Hope 	1977	Action	Adventure	Sci-Fi	4
3264	25	M	2683	Austin Powers: The Spy Who Shagged Me 	1999	Comedy			4
3264	25	M	788	Nutty Professor, The 	1996	Comedy	Romance	Sci-Fi	3
3264	25	M	2268	Few Good Men, A 	1992	Crime	Drama		4
3264	25	M	3578	Gladiator 	2000	Action	Drama		5
3264	25	M	47	Seven (Se7en) 	1995	Crime	Thriller		4
3264	25	M	1617	L.A. Confidential 	1997	Crime	Mystery	Thriller	3
3264	25	M	2278	Ronin 	1998	Action	Crime	Thriller	2
3264	25	M	2506	Other Sister, The 	1999	Comedy	Drama	Romance	2
3264	25	M	539	Sleepless in Seattle 	1993	Comedy	Romance		4
3264	25	M	480	Jurassic Park 	1993	Action	Adventure	Sci-Fi	4
3264	25	M	1805	Wild Things 	1998	Drama	Mystery	Thriller	4
3264	25	M	2539	Analyze This 	1999	Comedy			2
3264	25	M	2396	Shakespeare in Love 	1998	Comedy	Romance		4
5920	35	F	1911	Doctor Dolittle 	1998	Comedy			3
5920	35	F	3516	Bell, Book and Candle 	1958	Comedy	Romance		3
5920	35	F	2683	Austin Powers: The Spy Who Shagged Me 	1999	Comedy			4
3820	50	M	3863	Cell, The 	2000	Sci-Fi	Thriller		3
3820	50	M	3793	X-Men 	2000	Action	Sci-Fi		4
3820	50	M	720	Wallace & Gromit: The Best of Aardman Animation 	1996	Animation			5
3820	50	M	2058	Negotiator, The 	1998	Action	Thriller		3
3820	50	M	589	Terminator 2: Judgment Day 	1991	Action	Sci-Fi	Thriller	5
3820	50	M	1193	One Flew Over the Cuckoo's Nest 	1975	Drama			5
3820	50	M	3510	Frequency 	2000	Drama	Thriller		4
3820	50	M	1196	Star Wars: Episode V - The Empire Strikes Back 	1980	Action	Adventure	Drama	5
3820	50	M	593	Silence of the Lambs, The 	1991	Drama	Thriller		5
3820	50	M	2571	Matrix, The 	1999	Action	Sci-Fi	Thriller	4
3820	50	M	235	Ed Wood 	1994	Comedy	Drama		5
3820	50	M	1270	Back to the Future 	1985	Comedy	Sci-Fi		5
3820	50	M	1923	There's Something About Mary 	1998	Comedy			4
3820	50	M	260	Star Wars: Episode IV - A New Hope 	1977	Action	Adventure	Sci-Fi	5
3820	50	M	2311	2010 	1984	Mystery	Sci-Fi		4
3820	50	M	3702	Mad Max 	1979	Action	Sci-Fi		3
3820	50	M	2407	Cocoon 	1985	Comedy	Sci-Fi		4
3820	50	M	2268	Few Good Men, A 	1992	Crime	Drama		4
3820	50	M	3578	Gladiator 	2000	Action	Drama		5
3820	50	M	1617	L.A. Confidential 	1997	Crime	Mystery	Thriller	5
3820	50	M	3156	Bicentennial Man 	1999	Comedy	Drama	Sci-Fi	4
3820	50	M	2282	Pecker 	1998	Comedy	Drama		4
3820	50	M	2287	Them! 	1954	Sci-Fi	Thriller	War	4
3820	50	M	1127	Abyss, The 	1989	Action	Sci-Fi	Thriller	4
3820	50	M	1129	Escape from New York 	1981	Action	Adventure	Thriller	4
3820	50	M	2011	Back to the Future Part II 	1989	Comedy	Sci-Fi		5
3820	50	M	2527	Westworld 	1973	Action	Sci-Fi	Western	4
3820	50	M	2455	Fly, The 	1986	Horror	Sci-Fi		4
3820	50	M	480	Jurassic Park 	1993	Action	Adventure	Sci-Fi	4
3820	50	M	2396	Shakespeare in Love 	1998	Comedy	Romance		4
3820	50	M	1594	In the Company of Men 	1997	Drama			4
3820	50	M	2105	Tron 	1982	Action	Adventure	Fantasy	4
3820	50	M	707	Mulholland Falls 	1996	Crime	Film-Noir	Thriller	4
3820	50	M	1097	E.T. the Extra-Terrestrial 	1982	Drama	Fantasy	Sci-Fi	3
4913	18	F	3793	X-Men 	2000	Action	Sci-Fi		5
4913	18	F	588	Aladdin 	1992	Children's	Comedy	Musical	5
4913	18	F	589	Terminator 2: Judgment Day 	1991	Action	Sci-Fi	Thriller	5
4913	18	F	1193	One Flew Over the Cuckoo's Nest 	1975	Drama			4
4913	18	F	1196	Star Wars: Episode V - The Empire Strikes Back 	1980	Action	Adventure	Drama	5
4913	18	F	737	Barb Wire 	1996	Action	Sci-Fi		1
4913	18	F	1784	As Good As It Gets 	1997	Comedy	Drama		4
4913	18	F	2080	Lady and the Tramp 	1955	Children's	Comedy	Romance	5
4913	18	F	1357	Shine 	1996	Drama	Romance		5
4913	18	F	2087	Peter Pan 	1953	Animation	Children's	Musical	4
4913	18	F	3461	Lord of the Flies 	1963	Adventure	Drama	Thriller	3
4913	18	F	2096	Sleeping Beauty 	1959	Animation	Children's	Musical	5
4913	18	F	260	Star Wars: Episode IV - A New Hope 	1977	Action	Adventure	Sci-Fi	5
4913	18	F	919	Wizard of Oz, The 	1939	Adventure	Children's	Drama	5
4913	18	F	2253	Toys 	1992	Action	Comedy	Fantasy	1
4913	18	F	3494	True Grit 	1969	Adventure	Western		4
4913	18	F	353	Crow, The 	1994	Action	Romance	Thriller	5
